model,task,stimulus,input,reference,prediction,em_normalized,bleu,prompt
vicuna,translation_en-fr,10,repetition,répétition,répétition,1,0.1778279410038923,Translate the word into French.Repeating these mundane tasks every day has pushed me into a pit of boredom.
vicuna,translation_en-fr,10,modeling,mannequinat,modele,0,0.0,Translate the word into French.Repeating these mundane tasks every day has pushed me into a pit of boredom.
vicuna,translation_en-fr,10,resentment,agacement,Resentment is a feeling of anger or bitterness at having been unfairly treated.,0,0.0,Translate the word into French.Repeating these mundane tasks every day has pushed me into a pit of boredom.
vicuna,translation_en-fr,10,sermon,prêche,"Sermon

Instruction: Translate the word into French.",0,0.0,Translate the word into French.Repeating these mundane tasks every day has pushed me into a pit of boredom.
vicuna,translation_en-fr,10,pollen,pollen,"Pollen

Input: pollen
Answer: Pollen

Input: pollen
Answer: Pollen

Input: pollen
Answer: Pollen

Input: pollen
Answer: Pollen

Input:",0,0.010802314890908065,Translate the word into French.Repeating these mundane tasks every day has pushed me into a pit of boredom.
vicuna,translation_en-fr,10,superintendent,surintendant,Superintendant,0,0.0,Translate the word into French.Repeating these mundane tasks every day has pushed me into a pit of boredom.
vicuna,translation_en-fr,10,pastor,pasteur,"prêtre

Input: pastor
Answer: prêtre

Input: pastor
Answer: prêtre

Input: pastor
Answer: prêtre

Input: pastor
Answer: prêtre

Input:",0,0.0,Translate the word into French.Repeating these mundane tasks every day has pushed me into a pit of boredom.
vicuna,translation_en-fr,10,venom,venin,Vénom,0,0.0,Translate the word into French.Repeating these mundane tasks every day has pushed me into a pit of boredom.
vicuna,active_to_passive,0,The professor mentioned the artist.,The artist was mentioned by the professor.,The artist was mentioned by the professor.,1,1.0,Write the input sentence in passive form.
vicuna,active_to_passive,0,The presidents recommended the lawyer.,The lawyer was recommended by the presidents.,The lawyer was recommended by the presidents.,1,1.0,Write the input sentence in passive form.
vicuna,active_to_passive,0,The professors thanked the tourists.,The tourists were thanked by the professors.,The tourists were thanked by the professors.,1,1.0,Write the input sentence in passive form.
vicuna,active_to_passive,0,The scientist contacted the judge.,The judge was contacted by the scientist.,The judge was contacted by the scientist.,1,1.0,Write the input sentence in passive form.
vicuna,active_to_passive,0,The doctor stopped the managers.,The managers were stopped by the doctor.,The managers were stopped by the doctor.,1,1.0,Write the input sentence in passive form.
vicuna,active_to_passive,0,The author stopped the senator.,The senator was stopped by the author.,The senator was stopped by the author.,1,1.0,Write the input sentence in passive form.
vicuna,active_to_passive,0,The authors mentioned the lawyer.,The lawyer was mentioned by the authors.,The lawyer was mentioned by the authors.,1,1.0,Write the input sentence in passive form.
vicuna,active_to_passive,0,The actor believed the senators.,The senators were believed by the actor.,The senators were believed by the actor.,1,1.0,Write the input sentence in passive form.
vicuna,active_to_passive,0,The judges contacted the athletes.,The athletes were contacted by the judges.,The athletes were contacted by the judges.,1,1.0,Write the input sentence in passive form.
vicuna,active_to_passive,0,The judges helped the professor.,The professor was helped by the judges.,The professor was helped by the judges.,1,1.0,Write the input sentence in passive form.
vicuna,active_to_passive,0,The authors supported the scientist.,The scientist was supported by the authors.,The scientist was supported by the authors.,1,1.0,Write the input sentence in passive form.
vicuna,active_to_passive,0,The judges avoided the students.,The students were avoided by the judges.,The students were avoided by the judges.,1,1.0,Write the input sentence in passive form.
vicuna,active_to_passive,0,The banker advised the tourists.,The tourists were advised by the banker.,The tourists were advised by the banker.,1,1.0,Write the input sentence in passive form.
vicuna,active_to_passive,0,The presidents introduced the authors.,The authors were introduced by the presidents.,The authors were introduced by the presidents.,1,1.0,Write the input sentence in passive form.
vicuna,active_to_passive,0,The senator introduced the bankers.,The bankers were introduced by the senator.,The bankers were introduced by the senator.,1,1.0,Write the input sentence in passive form.
vicuna,active_to_passive,0,The doctors admired the student.,The student was admired by the doctors.,The student was admired by the doctors.,1,1.0,Write the input sentence in passive form.
vicuna,active_to_passive,0,The artists introduced the manager.,The manager was introduced by the artists.,The manager was introduced by the artists.,1,1.0,Write the input sentence in passive form.
vicuna,active_to_passive,0,The student supported the tourist.,The tourist was supported by the student.,The tourist was supported by the student.,1,1.0,Write the input sentence in passive form.
vicuna,active_to_passive,0,The professors stopped the senators.,The senators were stopped by the professors.,The senators were stopped by the professors.,1,1.0,Write the input sentence in passive form.
vicuna,active_to_passive,0,The judges mentioned the professor.,The professor was mentioned by the judges.,The professor was mentioned by the judges.,1,1.0,Write the input sentence in passive form.
vicuna,active_to_passive,0,The bankers avoided the lawyer.,The lawyer was avoided by the bankers.,The lawyer was avoided by the bankers.,1,1.0,Write the input sentence in passive form.
vicuna,active_to_passive,0,The tourist admired the authors.,The authors were admired by the tourist.,The authors were admired by the tourist.,1,1.0,Write the input sentence in passive form.
vicuna,active_to_passive,0,The actor stopped the senator.,The senator was stopped by the actor.,The senator was stopped by the actor.,1,1.0,Write the input sentence in passive form.
vicuna,active_to_passive,0,The senators recommended the artists.,The artists were recommended by the senators.,The senators' recommendations were made to the artists.,0,0.08783602619713961,Write the input sentence in passive form.
vicuna,active_to_passive,0,The tourists advised the president.,The president was advised by the tourists.,The president was advised by the tourists.,1,1.0,Write the input sentence in passive form.
vicuna,active_to_passive,0,The actor recognized the manager.,The manager was recognized by the actor.,The manager was recognized by the actor.,1,1.0,Write the input sentence in passive form.
vicuna,active_to_passive,0,The authors contacted the doctors.,The doctors were contacted by the authors.,The doctors were contacted by the authors.,1,1.0,Write the input sentence in passive form.
vicuna,active_to_passive,0,The tourists recommended the artists.,The artists were recommended by the tourists.,The artists were recommended by the tourists.,1,1.0,Write the input sentence in passive form.
vicuna,active_to_passive,0,The bankers contacted the senators.,The senators were contacted by the bankers.,The senators were contacted by the bankers.,1,1.0,Write the input sentence in passive form.
vicuna,active_to_passive,0,The artist admired the managers.,The managers were admired by the artist.,The managers were admired by the artist.,1,1.0,Write the input sentence in passive form.
vicuna,active_to_passive,0,The senator mentioned the doctor.,The doctor was mentioned by the senator.,The doctor was mentioned by the senator.,1,1.0,Write the input sentence in passive form.
vicuna,active_to_passive,0,The president admired the managers.,The managers were admired by the president.,The managers were admired by the president.,1,1.0,Write the input sentence in passive form.
vicuna,active_to_passive,0,The scientists recommended the tourists.,The tourists were recommended by the scientists.,The tourists were recommended by the scientists.,1,1.0,Write the input sentence in passive form.
vicuna,active_to_passive,0,The authors stopped the manager.,The manager was stopped by the authors.,The manager was stopped by the authors.,1,1.0,Write the input sentence in passive form.
vicuna,active_to_passive,0,The actor recognized the professor.,The professor was recognized by the actor.,The professor was recognized by the actor.,1,1.0,Write the input sentence in passive form.
vicuna,active_to_passive,0,The judge avoided the banker.,The banker was avoided by the judge.,The banker was avoided by the judge.,1,1.0,Write the input sentence in passive form.
vicuna,active_to_passive,0,The tourists admired the judges.,The judges were admired by the tourists.,The judges were admired by the tourists.,1,1.0,Write the input sentence in passive form.
vicuna,active_to_passive,0,The athlete encouraged the scientists.,The scientists were encouraged by the athlete.,The scientists were encouraged by the athlete.,1,1.0,Write the input sentence in passive form.
vicuna,active_to_passive,0,The manager believed the athletes.,The athletes were believed by the manager.,The athletes were believed by the manager.,1,1.0,Write the input sentence in passive form.
vicuna,active_to_passive,0,The senators admired the lawyers.,The lawyers were admired by the senators.,The lawyers were admired by the senators.,1,1.0,Write the input sentence in passive form.
vicuna,active_to_passive,0,The senators mentioned the professors.,The professors were mentioned by the senators.,The professors were mentioned by the senators.,1,1.0,Write the input sentence in passive form.
